,Date,Dernier,Ouv.,Plus Haut,Plus Bas,bid,ask,bid_rate_local,ask_rate_local,bid_rate_foreign,ask_rate_foreign
39,2000-02-25,2.1087335157999503,2.0210185933710587,2.1280555900235765,1.988406158449168,1.988406158449168,2.1280555900235765,6.75,7.0,0.05,0.2
40,2000-02-28,2.0909826373763147,2.0460199004975124,2.1229188586990158,1.9852665751030092,1.9852665751030092,2.1229188586990158,6.75,7.0,0.05,0.2
41,2000-02-29,2.1079835595964633,2.0562028786840303,2.1076781890486385,2.03125,2.03125,2.1076781890486385,6.75,7.0,0.05,0.2
42,2000-03-01,2.1000560014933733,2.0428500249128048,2.1439652497672976,2.0292207792207795,2.0292207792207795,2.1439652497672976,6.75,7.0,0.05,0.2
43,2000-03-02,2.0634623776572534,2.023913314235895,2.1122846025569757,1.9976278169673511,1.9976278169673511,2.1122846025569757,6.75,7.0,0.05,0.2
44,2000-03-03,2.0352274849069523,1.9434408870063535,2.079582841889627,1.9470793809286069,1.9470793809286069,2.079582841889627,6.75,7.0,0.05,0.2
45,2000-03-06,2.0391669257071805,2.005605730302087,2.067809239940388,1.9837804117280098,1.9837804117280098,2.067809239940388,6.75,7.0,0.05,0.2
46,2000-03-07,2.060123233957801,2.016304686041446,2.0657568238213404,1.9912609238451933,1.9912609238451933,2.0657568238213404,6.75,7.0,0.05,0.2
47,2000-03-08,2.0977279800809208,1.9816788184707423,2.1121948189103557,1.98427555222763,1.98427555222763,2.1121948189103557,6.75,7.0,0.05,0.2
48,2000-03-09,2.1460562328937547,2.0737327188940093,2.199577482291537,2.0277015223359123,2.0277015223359123,2.199577482291537,6.75,7.0,0.05,0.2
49,2000-03-10,2.161759224748416,2.0843703334992534,2.2145028224055583,2.0094857713429857,2.0094857713429857,2.2145028224055583,6.75,7.0,0.05,0.2
50,2000-03-13,2.140729709605361,2.157021197240008,2.2317277292170354,2.0880079780603342,2.0880079780603342,2.2317277292170354,6.75,7.0,0.05,0.2
51,2000-03-14,2.201140873015873,2.131626374992232,2.211484854116335,2.101990049751244,2.101990049751244,2.211484854116335,6.75,7.0,0.05,0.2
52,2000-03-15,2.1582733812949644,2.11088346681567,2.1985508143927657,2.033961559992536,2.033961559992536,2.1985508143927657,6.75,7.0,0.05,0.2
53,2000-03-16,2.1652810522397323,2.13730972351662,2.1779482737284988,2.0977279800809208,2.0977279800809208,2.1779482737284988,6.75,7.0,0.05,0.2
54,2000-03-17,2.1735086196204887,2.1106213917685763,2.1681306445626625,2.052366440699048,2.052366440699048,2.1681306445626625,6.75,7.0,0.05,0.2
55,2000-03-20,2.1894188426471497,2.122114668652271,2.184135626778864,2.0120849685417057,2.0120849685417057,2.184135626778864,6.75,7.0,0.05,0.2
56,2000-03-21,2.1534069753009812,2.114991006636482,2.1907296243579437,2.096292610102016,2.096292610102016,2.1907296243579437,6.75,7.0,0.05,0.2
57,2000-03-22,2.312282446544008,2.139436532122644,2.347766833921824,2.097858565737052,2.097858565737052,2.347766833921824,6.75,7.0,0.05,0.2
58,2000-03-23,2.2322265991371224,2.1326866878070008,2.3088381330685204,2.1508747726845177,2.1508747726845177,2.3088381330685204,6.75,7.0,0.05,0.2
59,2000-03-24,2.2549760644998744,2.208182159389465,2.3071646816736298,2.1464646464646457,2.1464646464646457,2.3071646816736298,6.75,7.0,0.05,0.2
60,2000-03-27,2.252989301447452,2.219140083217753,2.2724419334588832,2.1455165015460342,2.1455165015460342,2.2724419334588832,6.75,7.0,0.05,0.2
61,2000-03-28,2.2565843233389904,2.1588620342396783,2.2972633693196083,2.143487580380784,2.143487580380784,2.2972633693196083,6.75,7.0,0.05,0.2
62,2000-03-29,2.2453587556447565,2.220544756872366,2.2944670209440448,2.1769308430085816,2.1769308430085816,2.2944670209440448,6.75,7.0,0.05,0.2
63,2000-03-30,2.385735811150176,2.2337955700571,2.5809684896322747,2.20416902827634,2.20416902827634,2.5809684896322747,6.75,7.0,0.05,0.2
64,2000-03-31,2.2681578286001507,2.242744063324538,2.3703517903053863,2.1733652513544164,2.1733652513544164,2.3703517903053863,6.75,7.0,0.05,0.2
65,2000-04-03,2.2684070460017742,2.2389937106918243,2.2668759811616948,2.2189818043492044,2.2189818043492044,2.2668759811616948,6.75,7.0,0.05,0.2
66,2000-04-04,2.26738647189584,2.266235002856599,2.290509843513377,2.1203218801890404,2.1203218801890404,2.290509843513377,6.75,7.0,0.05,0.2
67,2000-04-05,2.273304546609093,2.265515928417312,2.29746835443038,2.20550739418664,2.20550739418664,2.29746835443038,6.75,7.0,0.05,0.2
68,2000-04-06,2.2727272727272725,2.2720040730605238,2.3008176459402927,2.11869814932993,2.11869814932993,2.3008176459402927,6.75,7.0,0.05,0.2
69,2000-04-07,2.277940614247483,2.267082723046552,2.2841031489577395,2.2291773122125704,2.2291773122125704,2.2841031489577395,6.75,7.0,0.05,0.2
70,2000-04-10,2.279374364191251,2.232854864433812,2.290293968575773,2.235279090560736,2.235279090560736,2.290293968575773,6.75,7.0,0.05,0.2
71,2000-04-11,2.31819625277866,2.2712813335029898,2.3475667787576935,2.250557857825948,2.250557857825948,2.3475667787576935,6.75,7.0,0.05,0.2
72,2000-04-12,2.338940019041574,2.2618971980430778,2.4002276895832018,2.2284477269833185,2.2284477269833185,2.4002276895832018,6.75,7.0,0.05,0.2
73,2000-04-13,2.325285086322227,2.3511469784584103,2.377631245244737,2.218963208569789,2.218963208569789,2.377631245244737,6.75,7.0,0.05,0.2
74,2000-04-14,2.2869155306408455,2.300681919571729,2.3398858592263787,2.240520873228648,2.240520873228648,2.3398858592263787,6.75,7.0,0.05,0.2
75,2000-04-17,2.37458619811561,2.225613633473229,2.373849571564583,2.237422489292335,2.237422489292335,2.373849571564583,6.75,7.0,0.05,0.2
76,2000-04-18,2.3667512690355332,2.26809378185525,2.4728932851436185,2.2071524534578724,2.2071524534578724,2.4728932851436185,6.75,7.0,0.05,0.2
77,2000-04-19,2.369124952235384,2.298850574712644,2.5403864428254668,2.3016431174477336,2.3016431174477336,2.5403864428254668,6.75,7.0,0.05,0.2
78,2000-04-20,2.3470296399949118,2.3782198418770717,2.4374761965215184,2.233282286881062,2.233282286881062,2.4374761965215184,6.75,7.0,0.05,0.2
79,2000-04-21,2.398371397671608,2.334902659371421,2.394106813996317,2.339964294822749,2.339964294822749,2.394106813996317,6.75,7.0,0.05,0.2
80,2000-04-24,2.3974562798092207,2.3676171079429738,2.3931949469942237,2.3729029788862666,2.3729029788862666,2.3931949469942237,6.75,7.0,0.05,0.2
81,2000-04-25,2.4157660521296886,2.3282442748091605,2.462866573568617,2.3092625669813733,2.3092625669813733,2.462866573568617,6.75,7.0,0.05,0.2
82,2000-04-26,2.417302798982188,2.3409669211195934,2.50886974151039,2.348286644119712,2.348286644119712,2.50886974151039,6.75,7.0,0.05,0.2
83,2000-04-27,2.4045801526717554,2.3854961832061066,2.4634285352415937,2.36089841755998,2.36089841755998,2.4634285352415937,6.75,7.0,0.05,0.2
84,2000-04-28,2.477333673860299,2.3411158470640627,2.4987348178137654,2.3037051257439045,2.3037051257439045,2.4987348178137654,6.75,7.0,0.05,0.2
85,2000-05-01,2.4808184143222505,2.4463464486458864,2.4749633220641702,2.454970835202872,2.454970835202872,2.4749633220641702,6.75,7.0,0.05,0.2
