,Date,Dernier,Ouv.,Plus Haut,Plus Bas,bid,ask,bid_rate,ask_rate,bid_rate_local,ask_rate_local,bid_rate_foreign,ask_rate_foreign
2339,2009-02-02,1.8262,1.8267,1.8506,1.8030000000000002,1.8030000000000002,1.8506,6.75,7.0,6.75,7.0,0.1,0.25
2340,2009-02-03,1.8398,1.8326,1.8563,1.8171,1.8171,1.8563,6.75,7.0,6.75,7.0,0.1,0.25
2341,2009-02-04,1.8282,1.8401,1.8561,1.8154,1.8154,1.8561,6.75,7.0,6.75,7.0,0.1,0.25
2342,2009-02-05,1.8308,1.8282,1.8512,1.8129,1.8129,1.8512,6.75,7.0,6.75,7.0,0.1,0.25
2343,2009-02-06,1.8304,1.8285,1.851,1.8178,1.8178,1.851,6.75,7.0,6.75,7.0,0.1,0.25
2344,2009-02-09,1.8392,1.8324,1.8613,1.8206,1.8206,1.8613,6.75,7.0,6.75,7.0,0.1,0.25
2345,2009-02-10,1.8382,1.8316,1.8596,1.817,1.817,1.8596,6.75,7.0,6.75,7.0,0.1,0.25
2346,2009-02-11,1.8398,1.839,1.8599,1.8216,1.8216,1.8599,6.75,7.0,6.75,7.0,0.1,0.25
2347,2009-02-12,1.8319999999999999,1.8327,1.8504,1.8146,1.8146,1.8504,6.75,7.0,6.75,7.0,0.1,0.25
2348,2009-02-13,1.8422,1.8377,1.8549,1.8206,1.8206,1.8549,6.75,7.0,6.75,7.0,0.1,0.25
2349,2009-02-16,1.8395,1.8362,1.8531,1.8195,1.8195,1.8531,6.75,7.0,6.75,7.0,0.1,0.25
2350,2009-02-17,1.8319999999999999,1.8277,1.8481,1.8161,1.8161,1.8481,6.75,7.0,6.75,7.0,0.1,0.25
2351,2009-02-18,1.8361,1.8319999999999999,1.8472,1.8147,1.8147,1.8472,6.75,7.0,6.75,7.0,0.1,0.25
2352,2009-02-19,1.8485,1.8343,1.861,1.8172,1.8172,1.861,6.75,7.0,6.75,7.0,0.1,0.25
2353,2009-02-20,1.841,1.8375,1.8575,1.8171,1.8171,1.8575,6.75,7.0,6.75,7.0,0.1,0.25
2354,2009-02-23,1.8447,1.8524,1.869,1.8243,1.8243,1.869,6.75,7.0,6.75,7.0,0.1,0.25
2355,2009-02-24,1.8449,1.8407,1.8608,1.8253,1.8253,1.8608,6.75,7.0,6.75,7.0,0.1,0.25
2356,2009-02-25,1.8449,1.8463,1.8622,1.8291,1.8291,1.8622,6.75,7.0,6.75,7.0,0.1,0.25
2357,2009-02-26,1.8431,1.8425,1.8594,1.8235,1.8235,1.8594,6.75,7.0,6.75,7.0,0.1,0.25
2358,2009-02-27,1.8379,1.8355,1.8575,1.8173,1.8173,1.8575,6.75,7.0,6.75,7.0,0.1,0.25
2359,2009-03-02,1.8327,1.8383,1.8545,1.8128,1.8128,1.8545,6.75,7.0,6.75,7.0,0.1,0.25
2360,2009-03-03,1.8337,1.834,1.8559999999999999,1.8222,1.8222,1.8559999999999999,6.75,7.0,6.75,7.0,0.1,0.25
2361,2009-03-04,1.8362,1.8327,1.8481,1.8188,1.8188,1.8481,6.75,7.0,6.75,7.0,0.1,0.25
2362,2009-03-05,1.8314,1.8365,1.9424,1.7301,1.7301,1.9424,6.75,7.0,6.75,7.0,0.1,0.25
2363,2009-03-06,1.837,1.8363,1.8623,1.8158,1.8158,1.8623,6.75,7.0,6.75,7.0,0.1,0.25
2364,2009-03-09,1.8358,1.8362,1.8601,1.8223,1.8223,1.8601,6.75,7.0,6.75,7.0,0.1,0.25
2365,2009-03-10,1.8478,1.8387,1.8681,1.8273,1.8273,1.8681,6.75,7.0,6.75,7.0,0.1,0.25
2366,2009-03-11,1.8419999999999999,1.8396,1.8666,1.8258,1.8258,1.8666,6.75,7.0,6.75,7.0,0.1,0.25
2367,2009-03-12,1.8486,1.845,1.8688,1.8266,1.8266,1.8688,6.75,7.0,6.75,7.0,0.1,0.25
2368,2009-03-13,1.8572,1.8492,1.8685,1.8379,1.8379,1.8685,6.75,7.0,6.75,7.0,0.1,0.25
2369,2009-03-16,1.8574,1.8519,1.8754,1.8412,1.8412,1.8754,6.75,7.0,6.75,7.0,0.1,0.25
2370,2009-03-17,1.8564,1.8556,1.8732,1.8424,1.8424,1.8732,6.75,7.0,6.75,7.0,0.1,0.25
2371,2009-03-18,1.8642,1.8589,1.8759,1.8437,1.8437,1.8759,6.75,7.0,6.75,7.0,0.1,0.25
2372,2009-03-19,1.8873,1.8763,1.9043,1.8523,1.8523,1.9043,6.75,7.0,6.75,7.0,0.1,0.25
2373,2009-03-20,1.8788,1.8817,1.9013,1.8664,1.8664,1.9013,6.75,7.0,6.75,7.0,0.1,0.25
2374,2009-03-23,1.8788,1.8788,1.9047,1.8611,1.8611,1.9047,6.75,7.0,6.75,7.0,0.1,0.25
2375,2009-03-24,1.8791,1.8792,1.9009,1.861,1.861,1.9009,6.75,7.0,6.75,7.0,0.1,0.25
2376,2009-03-25,1.8745,1.8712,1.8945,1.8493,1.8493,1.8945,6.75,7.0,6.75,7.0,0.1,0.25
2377,2009-03-26,1.8703,1.8744,1.8914,1.8577,1.8577,1.8914,6.75,7.0,6.75,7.0,0.1,0.25
2378,2009-03-27,1.8637,1.8765,1.8876,1.8431,1.8431,1.8876,6.75,7.0,6.75,7.0,0.1,0.25
2379,2009-03-30,1.8563,1.857,1.8698,1.8363,1.8363,1.8698,6.75,7.0,6.75,7.0,0.1,0.25
2380,2009-03-31,1.8561,1.8595,1.8762,1.8379,1.8379,1.8762,6.75,7.0,6.75,7.0,0.1,0.25
2381,2009-04-01,1.8519,1.8519,1.8726,1.8359999999999999,1.8359999999999999,1.8726,6.75,7.0,6.75,7.0,0.1,0.25
2382,2009-04-02,1.8638,1.8506,1.8836,1.8375,1.8375,1.8836,6.75,7.0,6.75,7.0,0.1,0.25
2383,2009-04-03,1.8628,1.8616,1.8788,1.847,1.847,1.8788,6.75,7.0,6.75,7.0,0.1,0.25
2384,2009-04-06,1.8622,1.8625,1.8815,1.8499,1.8499,1.8815,6.75,7.0,6.75,7.0,0.1,0.25
2385,2009-04-07,1.8491,1.8605,1.8708,1.8367,1.8367,1.8708,6.75,7.0,6.75,7.0,0.1,0.25
2386,2009-04-08,1.8536,1.849,1.8697,1.8279,1.8279,1.8697,6.75,7.0,6.75,7.0,0.1,0.25
2387,2009-04-09,1.8501,1.8532,1.8651,1.8382,1.8382,1.8651,6.75,7.0,6.75,7.0,0.1,0.25
2388,2009-04-10,0.7,0.55,0.8,0.45,0.45,0.8,6.75,7.0,6.75,7.0,0.1,0.25
2389,2009-04-13,0.7,0.45,0.8,0.4,0.4,0.8,6.75,7.0,6.75,7.0,0.1,0.25
2390,2009-04-14,1.8529,1.8529,1.8629,1.8429,1.8429,1.8629,6.75,7.0,6.75,7.0,0.1,0.25
2391,2009-04-15,1.8488,1.8524,1.8624,1.8289,1.8289,1.8624,6.75,7.0,6.75,7.0,0.1,0.25
2392,2009-04-16,1.8483,1.8486,1.8643,1.8326,1.8326,1.8643,6.75,7.0,6.75,7.0,0.1,0.25
2393,2009-04-17,1.8428,1.8496,1.8605,1.8285,1.8285,1.8605,6.75,7.0,6.75,7.0,0.1,0.25
2394,2009-04-20,1.8456,1.8435,1.8614,1.8253,1.8253,1.8614,6.75,7.0,6.75,7.0,0.1,0.25
2395,2009-04-21,1.8422,1.8453,1.8597,1.8232,1.8232,1.8597,6.75,7.0,6.75,7.0,0.1,0.25
2396,2009-04-22,1.8531,1.8409,1.8671,1.8271,1.8271,1.8671,6.75,7.0,6.75,7.0,0.1,0.25
2397,2009-04-23,1.8506,1.8547,1.8723,1.8321,1.8321,1.8723,6.75,7.0,6.75,7.0,0.1,0.25
2398,2009-04-24,1.8676,1.8517,1.883,1.8405,1.8405,1.883,6.75,7.0,6.75,7.0,0.1,0.25
2399,2009-04-27,1.8515,1.8619999999999999,1.8786,1.8306,1.8306,1.8786,6.75,7.0,6.75,7.0,0.1,0.25
2400,2009-04-28,1.8459,1.8493,1.8662,1.8312,1.8312,1.8662,6.75,7.0,6.75,7.0,0.1,0.25
2401,2009-04-29,1.8553,1.8612,1.8755,1.8393,1.8393,1.8755,6.75,7.0,6.75,7.0,0.1,0.25
2402,2009-04-30,1.8499,1.8573,1.8851,1.8393,1.8393,1.8851,6.75,7.0,6.75,7.0,0.1,0.25
2403,2009-05-01,0.4,0.2,0.65,0.13,0.13,0.65,6.75,7.0,6.75,7.0,0.1,0.25
2404,2009-05-04,1.8552,1.8599,1.8729,1.8402,1.8402,1.8729,6.75,7.0,6.75,7.0,0.1,0.25
2405,2009-05-05,1.8572,1.8575,1.8735,1.8444,1.8444,1.8735,6.75,7.0,6.75,7.0,0.1,0.25
2406,2009-05-06,1.8548,1.8524,1.8715,1.8412,1.8412,1.8715,6.75,7.0,6.75,7.0,0.1,0.25
2407,2009-05-07,1.8579,1.8525,1.8788,1.8329,1.8329,1.8788,6.75,7.0,6.75,7.0,0.1,0.25
2408,2009-05-08,1.8663,1.8632,1.8829,1.8474,1.8474,1.8829,6.75,7.0,6.75,7.0,0.1,0.25
2409,2009-05-11,1.8707,1.8679,1.8877,1.8551,1.8551,1.8877,6.75,7.0,6.75,7.0,0.1,0.25
2410,2009-05-12,1.8722,1.8667,1.8886,1.8561,1.8561,1.8886,6.75,7.0,6.75,7.0,0.1,0.25
2411,2009-05-13,1.8764,1.8729,1.8906,1.8545,1.8545,1.8906,6.75,7.0,6.75,7.0,0.1,0.25
2412,2009-05-14,1.8730000000000002,1.8711,1.8854,1.8498,1.8498,1.8854,6.75,7.0,6.75,7.0,0.1,0.25
2413,2009-05-15,1.8684,1.8659999999999999,1.8864,1.8492,1.8492,1.8864,6.75,7.0,6.75,7.0,0.1,0.25
2414,2009-05-18,1.8675,1.864,1.8833,1.8431,1.8431,1.8833,6.75,7.0,6.75,7.0,0.1,0.25
2415,2009-05-19,1.8746,1.8707,1.8894,1.8551,1.8551,1.8894,6.75,7.0,6.75,7.0,0.1,0.25
2416,2009-05-20,1.8798,1.8702,1.8989,1.8547,1.8547,1.8989,6.75,7.0,6.75,7.0,0.1,0.25
2417,2009-05-21,0.9,0.53,0.95,0.35,0.35,0.95,6.75,7.0,6.75,7.0,0.1,0.25
2418,2009-05-22,1.8934,1.8862,1.9099,1.864,1.864,1.9099,6.75,7.0,6.75,7.0,0.1,0.25
2419,2009-05-25,1.8924,1.893,1.909,1.8682,1.8682,1.909,6.75,7.0,6.75,7.0,0.1,0.25
2420,2009-05-26,1.8925,1.8875,1.9114,1.8727,1.8727,1.9114,6.75,7.0,6.75,7.0,0.1,0.25
2421,2009-05-27,1.8907,1.8861,1.9073,1.8648,1.8648,1.9073,6.75,7.0,6.75,7.0,0.1,0.25
2422,2009-05-28,1.8868,1.8814,1.9091,1.8614,1.8614,1.9091,6.75,7.0,6.75,7.0,0.1,0.25
2423,2009-05-29,1.9029,1.8897,1.9179,1.8780000000000001,1.8780000000000001,1.9179,6.75,7.0,6.75,7.0,0.1,0.25
2424,2009-06-01,0.54,0.75,0.83,0.2,0.2,0.83,6.75,7.0,6.75,7.0,0.1,0.25
2425,2009-06-02,1.9052,1.9013,1.9234,1.8813,1.8813,1.9234,6.75,7.0,6.75,7.0,0.1,0.25
2426,2009-06-03,1.9061,1.9053,1.9222,1.8835,1.8835,1.9222,6.75,7.0,6.75,7.0,0.1,0.25
2427,2009-06-04,1.9047,1.8955,1.9206,1.8815,1.8815,1.9206,6.75,7.0,6.75,7.0,0.1,0.25
2428,2009-06-05,1.8958,1.8993,1.9269999999999998,1.88,1.88,1.9269999999999998,6.75,7.0,6.75,7.0,0.1,0.25
2429,2009-06-08,1.8923,1.8994,1.8999,1.8887,1.8887,1.8999,6.75,7.0,6.75,7.0,0.1,0.25
2430,2009-06-09,1.8973,1.8916,1.8973,1.8916,1.8916,1.8973,6.75,7.0,6.75,7.0,0.1,0.25
2431,2009-06-10,1.9004,1.8975,1.9036,1.8864,1.8864,1.9036,6.75,7.0,6.75,7.0,0.1,0.25
2432,2009-06-11,1.8976,1.8972,1.9059,1.8878,1.8878,1.9059,6.75,7.0,6.75,7.0,0.1,0.25
2433,2009-06-12,1.9016,1.8973,1.9017,1.8861,1.8861,1.9017,6.75,7.0,6.75,7.0,0.1,0.25
2434,2009-06-15,1.8813,1.8933,1.8935,1.8772,1.8772,1.8935,6.75,7.0,6.75,7.0,0.1,0.25
2435,2009-06-16,1.8877,1.8847,1.8957,1.8786,1.8786,1.8957,6.75,7.0,6.75,7.0,0.1,0.25
2436,2009-06-17,1.8852,1.8866,1.8921,1.8773,1.8773,1.8921,6.75,7.0,6.75,7.0,0.1,0.25
2437,2009-06-18,1.8896,1.8822,1.8995,1.8822,1.8822,1.8995,6.75,7.0,6.75,7.0,0.1,0.25
2438,2009-06-19,1.889,1.8916,1.9014,1.8838,1.8838,1.9014,6.75,7.0,6.75,7.0,0.1,0.25
2439,2009-06-22,1.8808,1.8874,1.8895,1.8791,1.8791,1.8895,6.75,7.0,6.75,7.0,0.1,0.25
2440,2009-06-23,1.8898,1.8835,1.8995,1.8835,1.8835,1.8995,6.75,7.0,6.75,7.0,0.1,0.25
2441,2009-06-24,1.8911,1.8954,1.9079,1.8816,1.8816,1.9079,6.75,7.0,6.75,7.0,0.1,0.25
2442,2009-06-25,1.8907,1.8929,1.8942,1.8847,1.8847,1.8942,6.75,7.0,6.75,7.0,0.1,0.25
2443,2009-06-26,1.8917,1.8938,1.8984,1.8844,1.8844,1.8984,6.75,7.0,6.75,7.0,0.1,0.25
2444,2009-06-29,1.8905,1.8951,1.8957,1.8881,1.8881,1.8957,6.75,7.0,6.75,7.0,0.1,0.25
2445,2009-06-30,1.892,1.8955,1.8982,1.8825,1.8825,1.8982,6.75,7.0,6.75,7.0,0.1,0.25
2446,2009-07-01,1.8911,1.8882,1.9007,1.8818,1.8818,1.9007,6.75,7.0,6.75,7.0,0.1,0.25
2447,2009-07-02,1.8764,1.8881,1.8949,1.8732,1.8732,1.8949,6.75,7.0,6.75,7.0,0.1,0.25
2448,2009-07-03,1.8758,1.8796,1.8903,1.8726,1.8726,1.8903,6.75,7.0,6.75,7.0,0.1,0.25
2449,2009-07-06,1.8775,1.876,1.8863,1.8718,1.8718,1.8863,6.75,7.0,6.75,7.0,0.1,0.25
2450,2009-07-07,1.8711,1.8747,1.8839,1.8701,1.8701,1.8839,6.75,7.0,6.75,7.0,0.1,0.25
2451,2009-07-08,1.8696,1.8756,1.8764,1.8621,1.8621,1.8764,6.75,7.0,6.75,7.0,0.1,0.25
2452,2009-07-09,1.8724,1.8721,1.8791,1.8704,1.8704,1.8791,6.75,7.0,6.75,7.0,0.1,0.25
2453,2009-07-10,1.8735,1.8755,1.8762,1.8582,1.8582,1.8762,6.75,7.0,6.75,7.0,0.1,0.25
2454,2009-07-13,1.8727,1.8715,1.8813,1.8579,1.8579,1.8813,6.75,7.0,6.75,7.0,0.1,0.25
2455,2009-07-14,1.8738,1.8685,1.8844,1.865,1.865,1.8844,6.75,7.0,6.75,7.0,0.1,0.25
2456,2009-07-15,1.8786,1.8735,1.8839,1.868,1.868,1.8839,6.75,7.0,6.75,7.0,0.1,0.25
2457,2009-07-16,1.8809,1.8771,1.8857,1.8746,1.8746,1.8857,6.75,7.0,6.75,7.0,0.1,0.25
2458,2009-07-17,1.88,1.88,1.88,1.88,1.88,1.88,6.75,7.0,6.75,7.0,0.1,0.25
2459,2009-07-20,1.8869,1.8799,1.8921,1.879,1.879,1.8921,6.75,7.0,6.75,7.0,0.1,0.25
2460,2009-07-21,1.8863,1.8827,1.8927,1.8827,1.8827,1.8927,6.75,7.0,6.75,7.0,0.1,0.25
2461,2009-07-22,1.8838,1.8833,1.8842,1.8781,1.8781,1.8842,6.75,7.0,6.75,7.0,0.1,0.25
2462,2009-07-23,1.8874,1.8853,1.8966,1.8795,1.8795,1.8966,6.75,7.0,6.75,7.0,0.1,0.25
2463,2009-07-24,1.8838,1.8839,1.8888,1.8762,1.8762,1.8888,6.75,7.0,6.75,7.0,0.1,0.25
2464,2009-07-27,1.8854,1.8865,1.892,1.8798,1.8798,1.892,6.75,7.0,6.75,7.0,0.1,0.25
2465,2009-07-28,1.8812,1.8874,1.8899,1.8721,1.8721,1.8899,6.75,7.0,6.75,7.0,0.1,0.25
2466,2009-07-29,1.8779,1.8841,1.8897,1.8682,1.8682,1.8897,6.75,7.0,6.75,7.0,0.1,0.25
2467,2009-07-30,1.8799,1.8844,1.8846,1.8675,1.8675,1.8846,6.75,7.0,6.75,7.0,0.1,0.25
2468,2009-07-31,1.8901,1.8799,1.9047,1.8775,1.8775,1.9047,6.75,7.0,6.75,7.0,0.1,0.25
2469,2009-08-03,1.8907,1.8833,1.9053,1.8832,1.8832,1.9053,6.75,7.0,6.75,7.0,0.1,0.25
2470,2009-08-04,1.8917,1.8927,1.8979,1.8917,1.8917,1.8979,6.75,7.0,6.75,7.0,0.1,0.25
2471,2009-08-05,1.8912,1.8909,1.8991,1.8909,1.8909,1.8991,6.75,7.0,6.75,7.0,0.1,0.25
2472,2009-08-06,1.8946,1.8943,1.8951,1.886,1.886,1.8951,6.75,7.0,6.75,7.0,0.1,0.25
2473,2009-08-07,1.8846,1.8872,1.895,1.8692,1.8692,1.895,6.75,7.0,6.75,7.0,0.1,0.25
2474,2009-08-10,1.8845,1.8891,1.8895,1.874,1.874,1.8895,6.75,7.0,6.75,7.0,0.1,0.25
2475,2009-08-11,1.8791,1.8826,1.8854,1.8739,1.8739,1.8854,6.75,7.0,6.75,7.0,0.1,0.25
2476,2009-08-12,1.8859,1.8835,1.8935,1.8769999999999998,1.8769999999999998,1.8935,6.75,7.0,6.75,7.0,0.1,0.25
2477,2009-08-13,1.8831,1.8859,1.8896,1.882,1.882,1.8896,6.75,7.0,6.75,7.0,0.1,0.25
2478,2009-08-14,1.8889,1.8874,1.899,1.8791,1.8791,1.899,6.75,7.0,6.75,7.0,0.1,0.25
2479,2009-08-17,1.8777,1.8892,1.8897,1.8689,1.8689,1.8897,6.75,7.0,6.75,7.0,0.1,0.25
2480,2009-08-18,1.8787,1.8818,1.8852,1.868,1.868,1.8852,6.75,7.0,6.75,7.0,0.1,0.25
2481,2009-08-19,1.8805,1.8814,1.8933,1.8682,1.8682,1.8933,6.75,7.0,6.75,7.0,0.1,0.25
2482,2009-08-20,1.8859,1.8841,1.8862,1.8796,1.8796,1.8862,6.75,7.0,6.75,7.0,0.1,0.25
2483,2009-08-21,1.8874,1.8841,1.9025,1.8841,1.8841,1.9025,6.75,7.0,6.75,7.0,0.1,0.25
2484,2009-08-24,1.8897,1.8875,1.8914,1.8863,1.8863,1.8914,6.75,7.0,6.75,7.0,0.1,0.25
2485,2009-08-25,1.8897,1.8898,1.8978,1.8840000000000001,1.8840000000000001,1.8978,6.75,7.0,6.75,7.0,0.1,0.25
2486,2009-08-26,1.8827,1.8888,1.8912,1.8801,1.8801,1.8912,6.75,7.0,6.75,7.0,0.1,0.25
2487,2009-08-27,1.8866,1.8867,1.8889,1.8837,1.8837,1.8889,6.75,7.0,6.75,7.0,0.1,0.25
2488,2009-08-28,1.8917,1.8922,1.8925,1.8842,1.8842,1.8925,6.75,7.0,6.75,7.0,0.1,0.25
2489,2009-08-31,1.8895,1.8937,1.8986,1.8806,1.8806,1.8986,6.75,7.0,6.75,7.0,0.1,0.25
2490,2009-09-01,1.8852,1.8889,1.8908,1.8852,1.8852,1.8908,6.75,7.0,6.75,7.0,0.1,0.25
2491,2009-09-02,1.8846,1.8858,1.8898,1.882,1.882,1.8898,6.75,7.0,6.75,7.0,0.1,0.25
2492,2009-09-03,1.8885,1.8856,1.8901,1.8795,1.8795,1.8901,6.75,7.0,6.75,7.0,0.1,0.25
2493,2009-09-04,1.8854,1.8849,1.886,1.8803,1.8803,1.886,6.75,7.0,6.75,7.0,0.1,0.25
2494,2009-09-07,1.8874,1.8876,1.8928,1.8832,1.8832,1.8928,6.75,7.0,6.75,7.0,0.1,0.25
2495,2009-09-08,1.8964,1.8893,1.8965,1.8893,1.8893,1.8965,6.75,7.0,6.75,7.0,0.1,0.25
2496,2009-09-09,1.8944,1.8963,1.8963,1.8944,1.8944,1.8963,6.75,7.0,6.75,7.0,0.1,0.25
2497,2009-09-10,1.9002,1.8929,1.9031,1.8929,1.8929,1.9031,6.75,7.0,6.75,7.0,0.1,0.25
2498,2009-09-11,1.8972,1.8972,1.8972,1.8972,1.8972,1.8972,6.75,7.0,6.75,7.0,0.1,0.25
2499,2009-09-14,1.8964,1.89,1.9001,1.8893,1.8893,1.9001,6.75,7.0,6.75,7.0,0.1,0.25
2500,2009-09-15,1.8987,1.8987,1.8987,1.8987,1.8987,1.8987,6.75,7.0,6.75,7.0,0.1,0.25
2501,2009-09-16,1.9011,1.9029,1.9093,1.9011,1.9011,1.9093,6.75,7.0,6.75,7.0,0.1,0.25
2502,2009-09-17,1.9033,1.903,1.9141,1.8982,1.8982,1.9141,6.75,7.0,6.75,7.0,0.1,0.25
2503,2009-09-18,1.9033,1.9031,1.9087,1.8980000000000001,1.8980000000000001,1.9087,6.75,7.0,6.75,7.0,0.1,0.25
2504,2009-09-21,1.9003,1.9014,1.9014,1.8937,1.8937,1.9014,6.75,7.0,6.75,7.0,0.1,0.25
2505,2009-09-22,1.9019,1.9036,1.9036,1.9019,1.9019,1.9036,6.75,7.0,6.75,7.0,0.1,0.25
2506,2009-09-23,1.9016,1.9064,1.9064,1.9016,1.9016,1.9064,6.75,7.0,6.75,7.0,0.1,0.25
2507,2009-09-24,1.8996,1.8986,1.8996,1.8986,1.8986,1.8996,6.75,7.0,6.75,7.0,0.1,0.25
2508,2009-09-25,1.8984,1.8976,1.905,1.8969,1.8969,1.905,6.75,7.0,6.75,7.0,0.1,0.25
2509,2009-09-28,1.8959,1.8947,1.9012,1.8947,1.8947,1.9012,6.75,7.0,6.75,7.0,0.1,0.25
2510,2009-09-29,1.895,1.8953,1.8959,1.8898,1.8898,1.8959,6.75,7.0,6.75,7.0,0.1,0.25
2511,2009-09-30,1.8964,1.8934,1.9003,1.8911,1.8911,1.9003,6.75,7.0,6.75,7.0,0.1,0.25
2512,2009-10-01,1.8935,1.8961,1.9008,1.889,1.889,1.9008,6.75,7.0,6.75,7.0,0.1,0.25
2513,2009-10-02,1.8989,1.8947,1.9031,1.8874,1.8874,1.9031,6.75,7.0,6.75,7.0,0.1,0.25
2514,2009-10-05,1.8940000000000001,1.9014,1.9081,1.8926,1.8926,1.9081,6.75,7.0,6.75,7.0,0.1,0.25
2515,2009-10-06,1.9039,1.9018,1.9141,1.8959,1.8959,1.9141,6.75,7.0,6.75,7.0,0.1,0.25
2516,2009-10-07,1.9025,1.9058,1.9069999999999998,1.8951,1.8951,1.9069999999999998,6.75,7.0,6.75,7.0,0.1,0.25
2517,2009-10-08,1.8982,1.9047,1.9159,1.8962,1.8962,1.9159,6.75,7.0,6.75,7.0,0.1,0.25
2518,2009-10-09,1.9025,1.9035,1.9154,1.8962,1.8962,1.9154,6.75,7.0,6.75,7.0,0.1,0.25
2519,2009-10-12,1.9119,1.9038,1.9127,1.8969,1.8969,1.9127,6.75,7.0,6.75,7.0,0.1,0.25
2520,2009-10-13,1.9109,1.9031,1.9208,1.9013,1.9013,1.9208,6.75,7.0,6.75,7.0,0.1,0.25
2521,2009-10-14,1.9156,1.9040000000000001,1.9196,1.9029,1.9029,1.9196,6.75,7.0,6.75,7.0,0.1,0.25
2522,2009-10-15,1.9179,1.9061,1.9195,1.9028,1.9028,1.9195,6.75,7.0,6.75,7.0,0.1,0.25
2523,2009-10-16,1.9035,1.9165,1.9202,1.9017,1.9017,1.9202,6.75,7.0,6.75,7.0,0.1,0.25
2524,2009-10-19,1.9208,1.9173,1.9239,1.902,1.902,1.9239,6.75,7.0,6.75,7.0,0.1,0.25
2525,2009-10-20,1.9145,1.9209,1.9246,1.9024,1.9024,1.9246,6.75,7.0,6.75,7.0,0.1,0.25
2526,2009-10-21,1.9194,1.9188,1.9281,1.9037,1.9037,1.9281,6.75,7.0,6.75,7.0,0.1,0.25
2527,2009-10-22,1.9211,1.9215,1.9265,1.9211,1.9211,1.9265,6.75,7.0,6.75,7.0,0.1,0.25
2528,2009-10-23,1.9268,1.9239,1.9322,1.9214,1.9214,1.9322,6.75,7.0,6.75,7.0,0.1,0.25
2529,2009-10-26,1.9237,1.9231,1.9274,1.9124,1.9124,1.9274,6.75,7.0,6.75,7.0,0.1,0.25
2530,2009-10-27,1.9096,1.9234,1.9247,1.8996,1.8996,1.9247,6.75,7.0,6.75,7.0,0.1,0.25
2531,2009-10-28,1.9105,1.912,1.9211,1.9006,1.9006,1.9211,6.75,7.0,6.75,7.0,0.1,0.25
2532,2009-10-29,1.9171,1.9089,1.9171,1.8933,1.8933,1.9171,6.75,7.0,6.75,7.0,0.1,0.25
2533,2009-10-30,1.9162,1.9203,1.922,1.9143,1.9143,1.922,6.75,7.0,6.75,7.0,0.1,0.25
2534,2009-11-02,1.9169999999999998,1.9133,1.9255,1.8952,1.8952,1.9255,6.75,7.0,6.75,7.0,0.1,0.25
2535,2009-11-03,1.9023,1.9157,1.9164,1.9015,1.9015,1.9164,6.75,7.0,6.75,7.0,0.1,0.25
2536,2009-11-04,1.9159,1.913,1.9179,1.9063,1.9063,1.9179,6.75,7.0,6.75,7.0,0.1,0.25
2537,2009-11-05,1.9189,1.9175,1.9204,1.9097,1.9097,1.9204,6.75,7.0,6.75,7.0,0.1,0.25
2538,2009-11-06,1.9153,1.919,1.9206,1.9097,1.9097,1.9206,6.75,7.0,6.75,7.0,0.1,0.25
2539,2009-11-09,1.9047,1.9143,1.9219,1.9032,1.9032,1.9219,6.75,7.0,6.75,7.0,0.1,0.25
2540,2009-11-10,1.9197,1.9041,1.922,1.9023,1.9023,1.922,6.75,7.0,6.75,7.0,0.1,0.25
2541,2009-11-11,1.9206,1.9204,1.9206,1.9204,1.9204,1.9206,6.75,7.0,6.75,7.0,0.1,0.25
2542,2009-11-12,1.9178,1.9212,1.9233,1.9124,1.9124,1.9233,6.75,7.0,6.75,7.0,0.1,0.25
2543,2009-11-13,1.915,1.916,1.9212,1.9089,1.9089,1.9212,6.75,7.0,6.75,7.0,0.1,0.25
2544,2009-11-16,1.9211,1.9164,1.9262,1.9015,1.9015,1.9262,6.75,7.0,6.75,7.0,0.1,0.25
2545,2009-11-17,1.9132,1.9180000000000001,1.9189,1.9108,1.9108,1.9189,6.75,7.0,6.75,7.0,0.1,0.25
2546,2009-11-18,1.9206,1.9140000000000001,1.9209,1.9137,1.9137,1.9209,6.75,7.0,6.75,7.0,0.1,0.25
2547,2009-11-19,1.9171,1.9171,1.9171,1.9171,1.9171,1.9171,6.75,7.0,6.75,7.0,0.1,0.25
2548,2009-11-20,1.9173,1.9184,1.9184,1.912,1.912,1.9184,6.75,7.0,6.75,7.0,0.1,0.25
2549,2009-11-23,1.9223,1.9183,1.9275,1.9183,1.9183,1.9275,6.75,7.0,6.75,7.0,0.1,0.25
2550,2009-11-24,1.921,1.9196,1.9276,1.9181,1.9181,1.9276,6.75,7.0,6.75,7.0,0.1,0.25
2551,2009-11-25,1.9239,1.9189,1.9241,1.9189,1.9189,1.9241,6.75,7.0,6.75,7.0,0.1,0.25
2552,2009-11-26,1.9248,1.9217,1.9277,1.9139,1.9139,1.9277,6.75,7.0,6.75,7.0,0.1,0.25
2553,2009-11-27,1.9133,1.9194,1.9259,1.899,1.899,1.9259,6.75,7.0,6.75,7.0,0.1,0.25
2554,2009-11-30,1.9147,1.9205,1.9258,1.9141,1.9141,1.9258,6.75,7.0,6.75,7.0,0.1,0.25
2555,2009-12-01,1.9265,1.9226,1.9303,1.9157,1.9157,1.9303,6.75,7.0,6.75,7.0,0.1,0.25
