,Date,Dernier,Ouv.,Plus Haut,Plus Bas,bid,ask,bid_rate,ask_rate,bid_rate_local,ask_rate_local,bid_rate_foreign,ask_rate_foreign
1138,2004-06-24,2.03,1.98,2.09,1.97,1.97,2.09,6.75,7.0,6.75,7.0,0.1,0.25
1139,2004-06-25,2.02,2.02,2.09,1.97,1.97,2.09,6.75,7.0,6.75,7.0,0.1,0.25
1140,2004-06-28,2.12,1.95,2.17,1.95,1.95,2.17,6.75,7.0,6.75,7.0,0.1,0.25
1141,2004-06-29,2.04,2.05,2.25,1.97,1.97,2.25,6.75,7.0,6.75,7.0,0.1,0.25
1142,2004-06-30,2.055,2.02,2.195,1.95,1.95,2.195,6.75,7.0,6.75,7.0,0.1,0.25
1143,2004-07-01,2.05,1.97,2.08,1.96,1.96,2.08,6.75,7.0,6.75,7.0,0.1,0.25
1144,2004-07-02,2.025,2.0,2.075,1.96,1.96,2.075,6.75,7.0,6.75,7.0,0.1,0.25
1145,2004-07-05,2.05,1.99,2.22,1.95,1.95,2.22,6.75,7.0,6.75,7.0,0.1,0.25
1146,2004-07-06,2.045,1.96,2.095,1.96,1.96,2.095,6.75,7.0,6.75,7.0,0.1,0.25
1147,2004-07-07,2.03,1.98,2.06,1.96,1.96,2.06,6.75,7.0,6.75,7.0,0.1,0.25
1148,2004-07-08,2.04,1.99,2.05,1.95,1.95,2.05,6.75,7.0,6.75,7.0,0.1,0.25
1149,2004-07-09,2.04,2.01,2.08,1.98,1.98,2.08,6.75,7.0,6.75,7.0,0.1,0.25
1150,2004-07-12,2.04,1.98,2.05,1.92,1.92,2.05,6.75,7.0,6.75,7.0,0.1,0.25
1151,2004-07-13,2.035,1.94,2.075,1.94,1.94,2.075,6.75,7.0,6.75,7.0,0.1,0.25
1152,2004-07-14,2.03,1.94,2.04,1.94,1.94,2.04,6.75,7.0,6.75,7.0,0.1,0.25
1153,2004-07-15,2.025,1.98,2.065,1.95,1.95,2.065,6.75,7.0,6.75,7.0,0.1,0.25
1154,2004-07-16,2.04,1.95,2.07,1.95,1.95,2.07,6.75,7.0,6.75,7.0,0.1,0.25
1155,2004-07-19,2.04,2.02,2.05,1.98,1.98,2.05,6.75,7.0,6.75,7.0,0.1,0.25
1156,2004-07-20,2.05,1.98,2.06,1.98,1.98,2.06,6.75,7.0,6.75,7.0,0.1,0.25
1157,2004-07-21,2.035,2.01,2.065,1.98,1.98,2.065,6.75,7.0,6.75,7.0,0.1,0.25
1158,2004-07-22,2.05,2.01,2.07,1.99,1.99,2.07,6.75,7.0,6.75,7.0,0.1,0.25
1159,2004-07-23,2.025,1.98,2.065,1.96,1.96,2.065,6.75,7.0,6.75,7.0,0.1,0.25
1160,2004-07-26,2.045,2.01,2.065,1.98,1.98,2.065,6.75,7.0,6.75,7.0,0.1,0.25
1161,2004-07-27,2.04,2.01,2.09,1.98,1.98,2.09,6.75,7.0,6.75,7.0,0.1,0.25
1162,2004-07-28,2.05,2.02,2.1,1.98,1.98,2.1,6.75,7.0,6.75,7.0,0.1,0.25
1163,2004-07-29,2.04,2.0,2.12,1.98,1.98,2.12,6.75,7.0,6.75,7.0,0.1,0.25
1164,2004-07-30,2.045,1.97,2.095,1.92,1.92,2.095,6.75,7.0,6.75,7.0,0.1,0.25
1165,2004-08-02,2.05,1.95,2.1,1.95,1.95,2.1,6.75,7.0,6.75,7.0,0.1,0.25
1166,2004-08-03,2.05,1.98,2.09,1.96,1.96,2.09,6.75,7.0,6.75,7.0,0.1,0.25
1167,2004-08-04,2.04,2.05,2.1,1.98,1.98,2.1,6.75,7.0,6.75,7.0,0.1,0.25
1168,2004-08-05,1.98,2.01,2.07,1.9,1.9,2.07,6.75,7.0,6.75,7.0,0.1,0.25
1169,2004-08-06,1.91,1.99,2.03,1.7,1.7,2.03,6.75,7.0,6.75,7.0,0.1,0.25
1170,2004-08-09,2.04,1.87,2.07,1.8,1.8,2.07,6.75,7.0,6.75,7.0,0.1,0.25
1171,2004-08-10,2.045,1.98,2.065,1.94,1.94,2.065,6.75,7.0,6.75,7.0,0.1,0.25
1172,2004-08-11,2.03,1.98,2.06,1.95,1.95,2.06,6.75,7.0,6.75,7.0,0.1,0.25
1173,2004-08-12,2.03,1.97,2.08,1.97,1.97,2.08,6.75,7.0,6.75,7.0,0.1,0.25
1174,2004-08-13,2.04,2.01,2.05,1.97,1.97,2.05,6.75,7.0,6.75,7.0,0.1,0.25
1175,2004-08-16,2.025,2.13,2.155,1.97,1.97,2.155,6.75,7.0,6.75,7.0,0.1,0.25
1176,2004-08-17,2.04,2.0,2.07,1.9,1.9,2.07,6.75,7.0,6.75,7.0,0.1,0.25
1177,2004-08-18,2.03,1.98,2.07,1.95,1.95,2.07,6.75,7.0,6.75,7.0,0.1,0.25
1178,2004-08-19,2.04,2.0,2.06,1.97,1.97,2.06,6.75,7.0,6.75,7.0,0.1,0.25
1179,2004-08-20,2.05,1.97,2.08,1.96,1.96,2.08,6.75,7.0,6.75,7.0,0.1,0.25
1180,2004-08-23,2.03,2.0,2.09,1.97,1.97,2.09,6.75,7.0,6.75,7.0,0.1,0.25
1181,2004-08-24,2.05,1.96,2.07,1.96,1.96,2.07,6.75,7.0,6.75,7.0,0.1,0.25
1182,2004-08-25,2.04,2.01,2.05,1.96,1.96,2.05,6.75,7.0,6.75,7.0,0.1,0.25
1183,2004-08-26,2.035,1.98,2.045,1.98,1.98,2.045,6.75,7.0,6.75,7.0,0.1,0.25
1184,2004-08-27,2.045,1.96,2.065,1.95,1.95,2.065,6.75,7.0,6.75,7.0,0.1,0.25
1185,2004-08-30,2.04,1.98,2.1,1.94,1.94,2.1,6.75,7.0,6.75,7.0,0.1,0.25
1186,2004-08-31,2.04,1.95,2.09,1.95,1.95,2.09,6.75,7.0,6.75,7.0,0.1,0.25
1187,2004-09-01,2.025,2.01,2.055,1.97,1.97,2.055,6.75,7.0,6.75,7.0,0.1,0.25
1188,2004-09-02,2.02,1.95,2.13,1.93,1.93,2.13,6.75,7.0,6.75,7.0,0.1,0.25
1189,2004-09-03,2.04,1.93,2.06,1.86,1.86,2.06,6.75,7.0,6.75,7.0,0.1,0.25
1190,2004-09-06,2.03,1.93,2.5,1.93,1.93,2.5,6.75,7.0,6.75,7.0,0.1,0.25
1191,2004-09-07,2.035,1.96,2.175,1.94,1.94,2.175,6.75,7.0,6.75,7.0,0.1,0.25
1192,2004-09-08,2.035,1.95,2.055,1.95,1.95,2.055,6.75,7.0,6.75,7.0,0.1,0.25
1193,2004-09-09,2.04,1.95,2.08,1.95,1.95,2.08,6.75,7.0,6.75,7.0,0.1,0.25
1194,2004-09-10,2.03,2.01,2.04,1.77,1.77,2.04,6.75,7.0,6.75,7.0,0.1,0.25
1195,2004-09-13,2.04,1.99,2.05,1.92,1.92,2.05,6.75,7.0,6.75,7.0,0.1,0.25
1196,2004-09-14,2.04,1.98,2.06,1.95,1.95,2.06,6.75,7.0,6.75,7.0,0.1,0.25
1197,2004-09-15,2.04,2.01,2.07,1.97,1.97,2.07,6.75,7.0,6.75,7.0,0.1,0.25
1198,2004-09-16,2.04,1.98,2.08,1.96,1.96,2.08,6.75,7.0,6.75,7.0,0.1,0.25
1199,2004-09-17,2.035,1.98,2.065,1.95,1.95,2.065,6.75,7.0,6.75,7.0,0.1,0.25
1200,2004-09-20,2.04,2.0,2.08,1.96,1.96,2.08,6.75,7.0,6.75,7.0,0.1,0.25
1201,2004-09-21,2.04,2.01,2.08,1.96,1.96,2.08,6.75,7.0,6.75,7.0,0.1,0.25
1202,2004-09-22,2.04,2.0,2.08,1.96,1.96,2.08,6.75,7.0,6.75,7.0,0.1,0.25
1203,2004-09-23,2.04,1.99,2.08,1.97,1.97,2.08,6.75,7.0,6.75,7.0,0.1,0.25
1204,2004-09-24,2.04,1.98,2.08,1.97,1.97,2.08,6.75,7.0,6.75,7.0,0.1,0.25
1205,2004-09-27,2.04,1.97,2.08,1.96,1.96,2.08,6.75,7.0,6.75,7.0,0.1,0.25
1206,2004-09-28,2.04,1.98,2.06,1.96,1.96,2.06,6.75,7.0,6.75,7.0,0.1,0.25
1207,2004-09-29,2.04,1.98,2.13,1.98,1.98,2.13,6.75,7.0,6.75,7.0,0.1,0.25
1208,2004-09-30,2.04,1.98,2.13,1.95,1.95,2.13,6.75,7.0,6.75,7.0,0.1,0.25
1209,2004-10-01,2.04,2.02,2.06,1.95,1.95,2.06,6.75,7.0,6.75,7.0,0.1,0.25
1210,2004-10-04,2.06,2.0,2.07,1.98,1.98,2.07,6.75,7.0,6.75,7.0,0.1,0.25
1211,2004-10-05,2.09,1.99,2.22,1.96,1.96,2.22,6.75,7.0,6.75,7.0,0.1,0.25
1212,2004-10-06,2.11,2.0,2.2,1.98,1.98,2.2,6.75,7.0,6.75,7.0,0.1,0.25
1213,2004-10-07,2.155,2.07,2.195,2.0,2.0,2.195,6.75,7.0,6.75,7.0,0.1,0.25
1214,2004-10-08,2.44,2.06,2.51,1.95,1.95,2.51,6.75,7.0,6.75,7.0,0.1,0.25
1215,2004-10-11,2.06,1.98,2.46,1.96,1.96,2.46,6.75,7.0,6.75,7.0,0.1,0.25
1216,2004-10-13,2.07,2.03,2.07,2.0,2.0,2.07,6.75,7.0,6.75,7.0,0.1,0.25
1217,2004-10-14,2.07,2.0,2.13,1.96,1.96,2.13,6.75,7.0,6.75,7.0,0.1,0.25
1218,2004-10-15,2.065,2.04,2.065,2.04,2.04,2.065,6.75,7.0,6.75,7.0,0.1,0.25
1219,2004-10-18,2.05,2.0,2.06,1.94,1.94,2.06,6.75,7.0,6.75,7.0,0.1,0.25
1220,2004-10-19,2.05,2.0,2.06,1.97,1.97,2.06,6.75,7.0,6.75,7.0,0.1,0.25
1221,2004-10-20,2.05,2.02,2.11,1.93,1.93,2.11,6.75,7.0,6.75,7.0,0.1,0.25
1222,2004-10-21,2.05,2.02,2.07,1.97,1.97,2.07,6.75,7.0,6.75,7.0,0.1,0.25
1223,2004-10-22,2.05,2.02,2.05,2.0,2.0,2.05,6.75,7.0,6.75,7.0,0.1,0.25
1224,2004-10-25,2.055,1.96,2.075,1.96,1.96,2.075,6.75,7.0,6.75,7.0,0.1,0.25
1225,2004-10-26,2.05,1.99,2.09,1.99,1.99,2.09,6.75,7.0,6.75,7.0,0.1,0.25
1226,2004-10-27,2.08,1.99,2.09,1.99,1.99,2.09,6.75,7.0,6.75,7.0,0.1,0.25
1227,2004-10-28,2.06,1.97,2.15,1.97,1.97,2.15,6.75,7.0,6.75,7.0,0.1,0.25
1228,2004-10-29,2.055,2.0,2.115,1.95,1.95,2.115,6.75,7.0,6.75,7.0,0.1,0.25
1229,2004-11-01,2.05,2.06,2.09,1.97,1.97,2.09,6.75,7.0,6.75,7.0,0.1,0.25
1230,2004-11-02,2.055,2.03,2.075,1.82,1.82,2.075,6.75,7.0,6.75,7.0,0.1,0.25
1231,2004-11-03,2.17,1.95,2.29,1.95,1.95,2.29,6.75,7.0,6.75,7.0,0.1,0.25
1232,2004-11-04,2.225,2.15,2.375,2.0,2.0,2.375,6.75,7.0,6.75,7.0,0.1,0.25
1233,2004-11-05,2.095,2.05,2.245,1.9,1.9,2.245,6.75,7.0,6.75,7.0,0.1,0.25
1234,2004-11-08,2.065,2.0,2.095,1.96,1.96,2.095,6.75,7.0,6.75,7.0,0.1,0.25
1235,2004-11-09,2.06,1.97,2.1,1.95,1.95,2.1,6.75,7.0,6.75,7.0,0.1,0.25
1236,2004-11-10,2.06,2.04,2.09,1.98,1.98,2.09,6.75,7.0,6.75,7.0,0.1,0.25
1237,2004-11-11,2.05,1.98,2.15,1.98,1.98,2.15,6.75,7.0,6.75,7.0,0.1,0.25
1238,2004-11-12,2.06,2.03,2.11,2.0,2.0,2.11,6.75,7.0,6.75,7.0,0.1,0.25
1239,2004-11-15,2.07,2.03,2.1,2.0,2.0,2.1,6.75,7.0,6.75,7.0,0.1,0.25
1240,2004-11-16,2.07,2.05,2.09,1.99,1.99,2.09,6.75,7.0,6.75,7.0,0.1,0.25
1241,2004-11-17,2.07,1.98,2.09,1.98,1.98,2.09,6.75,7.0,6.75,7.0,0.1,0.25
1242,2004-11-18,2.065,2.01,2.105,1.99,1.99,2.105,6.75,7.0,6.75,7.0,0.1,0.25
1243,2004-11-19,2.065,2.03,2.075,1.95,1.95,2.075,6.75,7.0,6.75,7.0,0.1,0.25
1244,2004-11-22,2.07,2.03,2.07,1.99,1.99,2.07,6.75,7.0,6.75,7.0,0.1,0.25
1245,2004-11-23,2.07,2.02,2.1,1.99,1.99,2.1,6.75,7.0,6.75,7.0,0.1,0.25
1246,2004-11-24,2.065,2.01,2.085,1.98,1.98,2.085,6.75,7.0,6.75,7.0,0.1,0.25
1247,2004-11-25,2.055,2.02,2.12,2.01,2.01,2.12,6.75,7.0,6.75,7.0,0.1,0.25
1248,2004-11-26,2.07,2.01,2.11,2.0,2.0,2.11,6.75,7.0,6.75,7.0,0.1,0.25
1249,2004-11-29,2.12,2.02,2.14,1.99,1.99,2.14,6.75,7.0,6.75,7.0,0.1,0.25
1250,2004-11-30,2.055,2.02,2.125,1.98,1.98,2.125,6.75,7.0,6.75,7.0,0.1,0.25
1251,2004-12-01,2.04,2.04,2.07,1.95,1.95,2.07,6.75,7.0,6.75,7.0,0.1,0.25
1252,2004-12-02,1.92,1.96,2.06,1.75,1.75,2.06,6.75,7.0,6.75,7.0,0.1,0.25
1253,2004-12-03,1.89,1.93,2.09,1.65,1.65,2.09,6.75,7.0,6.75,7.0,0.1,0.25
1254,2004-12-06,2.02,1.8,2.07,1.57,1.57,2.07,6.75,7.0,6.75,7.0,0.1,0.25
1255,2004-12-07,2.055,1.95,2.085,1.85,1.85,2.085,6.75,7.0,6.75,7.0,0.1,0.25
1256,2004-12-08,2.07,1.96,2.1,1.96,1.96,2.1,6.75,7.0,6.75,7.0,0.1,0.25
1257,2004-12-09,2.07,2.0,2.1,1.97,1.97,2.1,6.75,7.0,6.75,7.0,0.1,0.25
1258,2004-12-10,2.08,2.01,2.13,1.9,1.9,2.13,6.75,7.0,6.75,7.0,0.1,0.25
1259,2004-12-13,2.11,2.05,2.12,1.99,1.99,2.12,6.75,7.0,6.75,7.0,0.1,0.25
1260,2004-12-14,2.09,2.03,2.13,2.0,2.0,2.13,6.75,7.0,6.75,7.0,0.1,0.25
1261,2004-12-15,2.08,2.02,2.1,1.98,1.98,2.1,6.75,7.0,6.75,7.0,0.1,0.25
1262,2004-12-16,2.08,1.97,2.1,1.93,1.93,2.1,6.75,7.0,6.75,7.0,0.1,0.25
1263,2004-12-17,2.065,1.98,2.095,1.98,1.98,2.095,6.75,7.0,6.75,7.0,0.1,0.25
1264,2004-12-20,2.06,2.02,2.11,1.95,1.95,2.11,6.75,7.0,6.75,7.0,0.1,0.25
1265,2004-12-21,2.075,1.93,2.115,1.93,1.93,2.115,6.75,7.0,6.75,7.0,0.1,0.25
1266,2004-12-22,2.08,1.94,2.12,1.94,1.94,2.12,6.75,7.0,6.75,7.0,0.1,0.25
1267,2004-12-23,2.105,1.97,2.105,1.97,1.97,2.105,6.75,7.0,6.75,7.0,0.1,0.25
1268,2004-12-24,2.09,2.02,2.13,1.95,1.95,2.13,6.75,7.0,6.75,7.0,0.1,0.25
1269,2004-12-27,2.065,1.94,2.125,1.94,1.94,2.125,6.75,7.0,6.75,7.0,0.1,0.25
1270,2004-12-28,2.07,2.03,2.13,2.01,2.01,2.13,6.75,7.0,6.75,7.0,0.1,0.25
1271,2004-12-29,2.095,2.2,2.315,1.96,1.96,2.315,6.75,7.0,6.75,7.0,0.1,0.25
1272,2004-12-30,2.36,2.1,2.49,1.98,1.98,2.49,6.75,7.0,6.75,7.0,0.1,0.25
1273,2004-12-31,2.085,2.03,2.285,1.95,1.95,2.285,6.75,7.0,6.75,7.0,0.1,0.25
1274,2005-01-03,2.075,2.11,2.135,1.94,1.94,2.135,6.75,7.0,6.75,7.0,0.1,0.25
1275,2005-01-04,2.06,1.98,2.11,1.94,1.94,2.11,6.75,7.0,6.75,7.0,0.1,0.25
1276,2005-01-05,2.09,2.05,2.1,2.0,2.0,2.1,6.75,7.0,6.75,7.0,0.1,0.25
1277,2005-01-06,2.075,2.02,2.085,2.0,2.0,2.085,6.75,7.0,6.75,7.0,0.1,0.25
1278,2005-01-07,2.065,2.05,2.1,1.99,1.99,2.1,6.75,7.0,6.75,7.0,0.1,0.25
1279,2005-01-10,2.07,2.02,2.1,1.97,1.97,2.1,6.75,7.0,6.75,7.0,0.1,0.25
1280,2005-01-11,2.07,1.98,2.1,1.97,1.97,2.1,6.75,7.0,6.75,7.0,0.1,0.25
1281,2005-01-12,2.045,1.98,2.105,1.98,1.98,2.105,6.75,7.0,6.75,7.0,0.1,0.25
1282,2005-01-13,1.98,2.0,2.08,1.85,1.85,2.08,6.75,7.0,6.75,7.0,0.1,0.25
1283,2005-01-14,2.015,1.95,2.085,1.8,1.8,2.085,6.75,7.0,6.75,7.0,0.1,0.25
1284,2005-01-17,2.125,1.95,2.215,1.92,1.92,2.215,6.75,7.0,6.75,7.0,0.1,0.25
1285,2005-01-18,2.07,2.02,2.16,1.93,1.93,2.16,6.75,7.0,6.75,7.0,0.1,0.25
1286,2005-01-19,2.06,2.03,2.16,1.95,1.95,2.16,6.75,7.0,6.75,7.0,0.1,0.25
1287,2005-01-20,2.08,2.02,2.08,2.0,2.0,2.08,6.75,7.0,6.75,7.0,0.1,0.25
1288,2005-01-21,2.08,2.06,2.095,1.93,1.93,2.095,6.75,7.0,6.75,7.0,0.1,0.25
1289,2005-01-24,2.08,2.06,2.09,1.93,1.93,2.09,6.75,7.0,6.75,7.0,0.1,0.25
1290,2005-01-25,2.08,2.08,2.09,1.94,1.94,2.09,6.75,7.0,6.75,7.0,0.1,0.25
1291,2005-01-26,2.08,2.02,2.09,2.0,2.0,2.09,6.75,7.0,6.75,7.0,0.1,0.25
1292,2005-01-27,2.08,2.07,2.08,1.96,1.96,2.08,6.75,7.0,6.75,7.0,0.1,0.25
1293,2005-01-28,2.095,2.07,2.125,1.93,1.93,2.125,6.75,7.0,6.75,7.0,0.1,0.25
1294,2005-01-31,2.06,1.98,2.12,1.94,1.94,2.12,6.75,7.0,6.75,7.0,0.1,0.25
1295,2005-02-01,2.035,1.95,2.115,1.95,1.95,2.115,6.75,7.0,6.75,7.0,0.1,0.25
1296,2005-02-02,2.005,2.0,2.065,1.91,1.91,2.065,6.75,7.0,6.75,7.0,0.1,0.25
1297,2005-02-03,2.11,1.94,2.17,1.9,1.9,2.17,6.75,7.0,6.75,7.0,0.1,0.25
1298,2005-02-04,2.0,1.95,2.14,1.87,1.87,2.14,6.75,7.0,6.75,7.0,0.1,0.25
1299,2005-02-07,2.05,1.98,2.13,1.96,1.96,2.13,6.75,7.0,6.75,7.0,0.1,0.25
1300,2005-02-08,2.025,1.99,2.085,1.99,1.99,2.085,6.75,7.0,6.75,7.0,0.1,0.25
1301,2005-02-09,2.06,2.02,2.12,1.98,1.98,2.12,6.75,7.0,6.75,7.0,0.1,0.25
1302,2005-02-10,2.06,2.0,2.12,1.98,1.98,2.12,6.75,7.0,6.75,7.0,0.1,0.25
1303,2005-02-11,2.06,2.0,2.12,2.0,2.0,2.12,6.75,7.0,6.75,7.0,0.1,0.25
1304,2005-02-14,2.07,2.0,2.07,1.98,1.98,2.07,6.75,7.0,6.75,7.0,0.1,0.25
1305,2005-02-15,2.07,2.06,2.09,2.0,2.0,2.09,6.75,7.0,6.75,7.0,0.1,0.25
1306,2005-02-16,2.07,2.04,2.08,1.95,1.95,2.08,6.75,7.0,6.75,7.0,0.1,0.25
1307,2005-02-17,2.035,2.04,2.085,1.96,1.96,2.085,6.75,7.0,6.75,7.0,0.1,0.25
1308,2005-02-18,2.05,2.0,2.09,2.0,2.0,2.09,6.75,7.0,6.75,7.0,0.1,0.25
1309,2005-02-21,2.045,1.96,2.075,1.95,1.95,2.075,6.75,7.0,6.75,7.0,0.1,0.25
1310,2005-02-22,2.065,2.02,2.085,2.0,2.0,2.085,6.75,7.0,6.75,7.0,0.1,0.25
1311,2005-02-23,2.05,1.96,2.08,1.96,1.96,2.08,6.75,7.0,6.75,7.0,0.1,0.25
1312,2005-02-24,2.05,1.95,2.08,1.95,1.95,2.08,6.75,7.0,6.75,7.0,0.1,0.25
1313,2005-02-25,2.055,1.96,2.115,1.93,1.93,2.115,6.75,7.0,6.75,7.0,0.1,0.25
1314,2005-02-28,2.055,1.93,2.085,1.93,1.93,2.085,6.75,7.0,6.75,7.0,0.1,0.25
1315,2005-03-01,2.055,1.96,2.085,1.96,1.96,2.085,6.75,7.0,6.75,7.0,0.1,0.25
1316,2005-03-02,2.04,1.95,2.08,1.95,1.95,2.08,6.75,7.0,6.75,7.0,0.1,0.25
1317,2005-03-03,2.04,1.95,2.09,1.95,1.95,2.09,6.75,7.0,6.75,7.0,0.1,0.25
1318,2005-03-04,2.06,1.93,2.08,1.9,1.9,2.08,6.75,7.0,6.75,7.0,0.1,0.25
1319,2005-03-07,1.99,1.96,2.09,1.9,1.9,2.09,6.75,7.0,6.75,7.0,0.1,0.25
1320,2005-03-08,2.05,1.94,2.07,1.91,1.91,2.07,6.75,7.0,6.75,7.0,0.1,0.25
1321,2005-03-09,2.04,2.04,2.07,1.94,1.94,2.07,6.75,7.0,6.75,7.0,0.1,0.25
1322,2005-03-10,2.045,1.95,2.065,1.95,1.95,2.065,6.75,7.0,6.75,7.0,0.1,0.25
1323,2005-03-11,2.04,2.0,2.07,2.0,2.0,2.07,6.75,7.0,6.75,7.0,0.1,0.25
1324,2005-03-14,2.035,1.93,2.075,1.93,1.93,2.075,6.75,7.0,6.75,7.0,0.1,0.25
1325,2005-03-15,2.07,2.0,2.16,1.96,1.96,2.16,6.75,7.0,6.75,7.0,0.1,0.25
1326,2005-03-16,2.045,2.02,2.075,1.97,1.97,2.075,6.75,7.0,6.75,7.0,0.1,0.25
1327,2005-03-17,2.05,2.02,2.07,1.98,1.98,2.07,6.75,7.0,6.75,7.0,0.1,0.25
1328,2005-03-18,2.04,2.02,2.09,1.96,1.96,2.09,6.75,7.0,6.75,7.0,0.1,0.25
1329,2005-03-21,2.045,1.9,2.065,1.9,1.9,2.065,6.75,7.0,6.75,7.0,0.1,0.25
1330,2005-03-22,2.06,2.0,2.08,1.93,1.93,2.08,6.75,7.0,6.75,7.0,0.1,0.25
1331,2005-03-23,2.07,1.98,2.11,1.98,1.98,2.11,6.75,7.0,6.75,7.0,0.1,0.25
1332,2005-03-24,2.055,2.01,2.095,1.97,1.97,2.095,6.75,7.0,6.75,7.0,0.1,0.25
1333,2005-03-25,2.06,2.0,2.06,2.0,2.0,2.06,6.75,7.0,6.75,7.0,0.1,0.25
1334,2005-03-28,2.035,2.0,2.065,1.94,1.94,2.065,6.75,7.0,6.75,7.0,0.1,0.25
1335,2005-03-29,2.055,2.03,2.095,1.98,1.98,2.095,6.75,7.0,6.75,7.0,0.1,0.25
1336,2005-03-30,2.09,2.02,2.16,1.96,1.96,2.16,6.75,7.0,6.75,7.0,0.1,0.25
1337,2005-03-31,2.05,2.01,2.14,1.93,1.93,2.14,6.75,7.0,6.75,7.0,0.1,0.25
1338,2005-04-01,2.065,2.01,2.095,2.01,2.01,2.095,6.75,7.0,6.75,7.0,0.1,0.25
1339,2005-04-04,2.06,2.02,2.08,1.94,1.94,2.08,6.75,7.0,6.75,7.0,0.1,0.25
1340,2005-04-05,2.065,2.01,2.085,1.94,1.94,2.085,6.75,7.0,6.75,7.0,0.1,0.25
1341,2005-04-06,2.06,2.01,2.08,1.98,1.98,2.08,6.75,7.0,6.75,7.0,0.1,0.25
1342,2005-04-07,2.06,2.01,2.09,1.99,1.99,2.09,6.75,7.0,6.75,7.0,0.1,0.25
1343,2005-04-08,2.04,1.96,2.07,1.96,1.96,2.07,6.75,7.0,6.75,7.0,0.1,0.25
1344,2005-04-11,2.075,2.0,2.115,1.97,1.97,2.115,6.75,7.0,6.75,7.0,0.1,0.25
1345,2005-04-12,2.045,2.03,2.105,1.98,1.98,2.105,6.75,7.0,6.75,7.0,0.1,0.25
1346,2005-04-13,2.05,1.95,2.1,1.95,1.95,2.1,6.75,7.0,6.75,7.0,0.1,0.25
1347,2005-04-14,2.045,2.01,2.065,1.98,1.98,2.065,6.75,7.0,6.75,7.0,0.1,0.25
1348,2005-04-15,2.045,2.06,2.085,2.01,2.01,2.085,6.75,7.0,6.75,7.0,0.1,0.25
1349,2005-04-18,2.06,2.04,2.08,1.98,1.98,2.08,6.75,7.0,6.75,7.0,0.1,0.25
1350,2005-04-19,2.045,2.01,2.075,1.97,1.97,2.075,6.75,7.0,6.75,7.0,0.1,0.25
1351,2005-04-20,2.05,2.01,2.08,2.0,2.0,2.08,6.75,7.0,6.75,7.0,0.1,0.25
1352,2005-04-21,2.04,2.01,2.08,1.93,1.93,2.08,6.75,7.0,6.75,7.0,0.1,0.25
1353,2005-04-22,2.055,2.02,2.095,1.97,1.97,2.095,6.75,7.0,6.75,7.0,0.1,0.25
1354,2005-04-25,2.07,2.01,2.095,1.98,1.98,2.095,6.75,7.0,6.75,7.0,0.1,0.25
1355,2005-04-26,2.05,2.01,2.08,2.0,2.0,2.08,6.75,7.0,6.75,7.0,0.1,0.25
1356,2005-04-27,2.05,2.01,2.095,2.0,2.0,2.095,6.75,7.0,6.75,7.0,0.1,0.25
1357,2005-04-28,2.08,1.95,2.16,1.93,1.93,2.16,6.75,7.0,6.75,7.0,0.1,0.25
1358,2005-04-29,2.06,1.98,2.1,1.94,1.94,2.1,6.75,7.0,6.75,7.0,0.1,0.25
1359,2005-05-02,2.06,2.01,2.11,1.96,1.96,2.11,6.75,7.0,6.75,7.0,0.1,0.25
1360,2005-05-03,2.065,2.01,2.085,1.97,1.97,2.085,6.75,7.0,6.75,7.0,0.1,0.25
1361,2005-05-04,2.085,1.99,2.09,1.97,1.97,2.09,6.75,7.0,6.75,7.0,0.1,0.25
1362,2005-05-05,2.085,2.07,2.115,1.95,1.95,2.115,6.75,7.0,6.75,7.0,0.1,0.25
1363,2005-05-06,2.035,2.07,2.105,1.95,1.95,2.105,6.75,7.0,6.75,7.0,0.1,0.25
1364,2005-05-09,2.065,2.02,2.105,1.899,1.899,2.105,6.75,7.0,6.75,7.0,0.1,0.25
1365,2005-05-10,2.065,2.05,2.085,1.9006,1.9006,2.085,6.75,7.0,6.75,7.0,0.1,0.25
1366,2005-05-11,2.05,2.05,2.11,1.98,1.98,2.11,6.75,7.0,6.75,7.0,0.1,0.25
1367,2005-05-12,2.07,2.01,2.13,1.93,1.93,2.13,6.75,7.0,6.75,7.0,0.1,0.25
1368,2005-05-13,2.06,1.95,2.11,1.95,1.95,2.11,6.75,7.0,6.75,7.0,0.1,0.25
1369,2005-05-16,2.06,2.08,2.11,2.01,2.01,2.11,6.75,7.0,6.75,7.0,0.1,0.25
1370,2005-05-17,2.05,2.01,2.11,2.0,2.0,2.11,6.75,7.0,6.75,7.0,0.1,0.25
1371,2005-05-18,2.045,2.01,2.095,2.0,2.0,2.095,6.75,7.0,6.75,7.0,0.1,0.25
1372,2005-05-19,2.05,1.96,2.1,1.96,1.96,2.1,6.75,7.0,6.75,7.0,0.1,0.25
1373,2005-05-20,2.07,2.01,2.1,1.95,1.95,2.1,6.75,7.0,6.75,7.0,0.1,0.25
1374,2005-05-23,2.09,2.04,2.13,2.0,2.0,2.13,6.75,7.0,6.75,7.0,0.1,0.25
1375,2005-05-24,2.06,2.03,2.115,2.0,2.0,2.115,6.75,7.0,6.75,7.0,0.1,0.25
1376,2005-05-25,2.055,2.04,2.105,1.94,1.94,2.105,6.75,7.0,6.75,7.0,0.1,0.25
